id,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,title,release_date,developer,genres,multiplayer_or_singleplayer,price,dc_price,overall_review,detailed_review,reviews,percent_positive,win_support,mac_support,lin_support
4488,Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.41000000000000003,0.0,0.0,0.03,0.44,Impossible Creatures Steam Edition,2015-11-11,Relic Entertainment;THQ Nordic,Strategy,Single-player,369.0,369.0,Positive,Very Positive,582.0,87,1,0,0
4492,Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35000000000000003,0.07,0.0,0.02,0.44,Sky Force Reloaded,2017-11-29,Infinite Dreams,Action;Indie,Single-player,349.0,349.0,Positive,Very Positive,124.0,93,1,1,1
4499,Madden NFL 2002,N64,2001,Sports,Electronic Arts,0.41000000000000003,0.02,0.0,0.0,0.43,Golf Peaks,2018-11-13,Afterburn,Casual;Indie;Sports,Single-player,250.0,125.0,Positive,Mixed,4759.0,56,1,1,0
4502,Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,Blackwake,2017-02-24,Mastfire Studios Pty Ltd,Action;Casual;Indie;Strategy;Early Access,Multi-player,199.0,199.0,Positive,Very Positive,3874.0,86,1,1,0
4503,SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,Wayward,2016-04-22,Unlok,Adventure;Indie;RPG;Simulation;Early Access,Single-player,349.0,349.0,Positive,Overwhelmingly Positive,2896.0,97,1,1,1
4505,FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43,The Incredible Adventures of Van Helsing,2013-05-22,NeocoreGames,Action;Adventure;Indie;RPG,Single-player,479.0,479.0,Positive,Very Positive,13662.0,82,1,0,0
4513,NBA Jam,Wii,2010,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43,Beat Cop,2017-03-30,Pixel Crow,Adventure;Indie;Simulation,Single-player,479.0,479.0,Positive,Very Positive,167.0,97,1,1,1
4515,Minecraft,WiiU,2016,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43,GRIP: Combat Racing,2018-11-06,Caged Element Inc.,Action;Indie;Racing,Single-player,699.0,699.0,Positive,Mixed,177.0,65,1,0,0
4516,MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,King's Quest,2015-07-28,The Odd Gentlemen,Adventure,Single-player,0.0,0.0,Positive,Very Positive,309.0,95,1,0,0
4517,Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0.0,0.07,0.43,Pajama Sam: No Need to Hide When It's Dark Outside,2014-04-17,Humongous Entertainment,Adventure;Casual,Single-player,319.0,319.0,Positive,Mostly Positive,4264.0,73,1,1,1
4520,InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,Battlezone 98 Redux,2016-04-18,Big Boat Interactive,Action;Strategy,Single-player,565.0,565.0,Positive,Very Positive,145.0,84,1,1,0
4521,Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,0.43,Tiny Town VR,2017-08-02,Lumbernauts,Casual;Indie;Simulation,Single-player,479.0,479.0,Positive,Mixed,5082.0,41,1,0,0
4523,Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,Ascension: Deckbuilding Game,2014-12-16,"Playdek, Inc.",Casual;Strategy,Single-player,419.0,419.0,Positive,Very Positive,3509.0,92,1,1,0
4525,2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43,D&D Lords of Waterdeep,2017-09-01,"Playdek, Inc.",Strategy,Single-player,349.0,349.0,Positive,Very Positive,163.0,91,1,1,0
4537,Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43,Beat Hazard 2,2018-10-03,Cold Beam Games,Action;Casual;Indie;Early Access,Single-player,519.0,519.0,Positive,Positive,49.0,85,1,0,0
4539,EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,Tomb Raider III,2012-11-28,Core Design,Action;Adventure,Single-player,319.0,319.0,Positive,Overwhelmingly Positive,1442.0,98,1,0,0
4543,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,Adventure,ChunSoft,0.37,0.0,0.03,0.03,0.43,Turbo Dismount™,2014-05-21,Secret Exit Ltd.,Action;Indie;Simulation,Single-player,349.0,349.0,Positive,Mostly Positive,11.0,72,1,1,0
4544,Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,STAR WARS™: TIE Fighter Special Edition,2015-04-28,Totally Games,Action,Single-player,349.0,349.0,Positive,Positive,26.0,100,1,1,0
4546,Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.43,Flowers -Le volume sur printemps-,2016-08-17,Innocent Grey,Casual,Single-player,529.0,529.0,Positive,Very Positive,1207.0,85,1,0,0
4548,Monopoly,PS2,2008,Misc,Electronic Arts,0.21,0.16,0.0,0.05,0.43,Aim Hero,2016-09-05,ProGames Studio,Action;Early Access,Single-player,259.0,259.0,Positive,Very Positive,77.0,81,1,0,0
4551,Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,Party Panic,2017-08-07,Everglow Interactive Inc.,Action;Casual;Indie,Single-player,489.0,489.0,Positive,Mostly Positive,1473.0,78,1,1,1
4556,Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.21,0.18,0.0,0.03,0.43,Phantom Breaker: Battle Grounds,2015-01-23,MAGES. Inc.,Action,Single-player,399.0,399.0,Positive,Very Positive,1282.0,91,1,0,0
4557,TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.1,0.0,0.05,0.43,Children of a Dead Earth,2016-09-23,"Q Switched Productions, LLC",Simulation;Strategy,Single-player,529.0,529.0,Positive,Very Positive,6497.0,84,1,1,0
4558,Midway Arcade Treasures,XB,2003,Misc,Midway Games,0.33,0.08,0.0,0.01,0.43,Nancy Drew®: Last Train to Blue Moon Canyon,2009-10-10,HeR Interactive,Adventure,Single-player,259.0,259.0,Positive,Very Positive,2105.0,81,1,0,0
4559,Call of Duty: Modern Warfare: Mobilized,DS,2009,Shooter,Activision,0.37,0.02,0.0,0.03,0.43,SHOGUN: Total War™ - Collection,2015-06-25,CREATIVE ASSEMBLY,Action;Strategy,Single-player,449.0,449.0,Positive,Very Positive,1900.0,90,1,0,0
4560,Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43,Sakura Dungeon,2016-06-03,Winged Cloud,Sexual Content;Nudity;Adventure;Indie;RPG,Single-player,565.0,565.0,Positive,Mostly Positive,1535.0,75,1,1,1
4561,The Smurfs,DS,2011,Action,Ubisoft,0.24,0.14,0.0,0.04,0.43,MageQuit,2017-01-11,Bowlcut Studios,Action;Indie;Sports;Strategy;Early Access,Multi-player,459.0,459.0,Positive,Very Positive,131.0,93,1,1,1
4562,Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0.0,0.05,0.43,Disney Princess: Enchanted Journey,2014-10-10,Papaya Studio,Adventure,Single-player,529.0,529.0,Positive,Very Positive,11034.0,92,1,0,0
4568,Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,2018-06-14,07th Expansion,Adventure,Single-player,299.0,299.0,Positive,Very Positive,3263.0,84,1,1,1
4575,The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,Artifact,2018-11-28,Valve,Strategy,Single-player,299.0,299.0,Positive,Mostly Positive,309.0,71,1,0,0
4576,Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,I Am Bread,2015-04-09,Bossa Studios,Action;Adventure;Indie;Simulation,Single-player,439.0,439.0,Positive,Overwhelmingly Positive,522.0,96,1,1,0
4580,Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42,Beyond Good and Evil™,2008-05-13,Ubisoft,Action;Adventure,Single-player,249.0,249.0,Positive,Very Positive,1655.0,92,1,0,0
4582,Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0.0,0.04,0.42,Higurashi When They Cry Hou - Ch. 5 Meakashi,2017-04-28,07th Expansion,Adventure,Single-player,349.0,349.0,Positive,Very Positive,1599.0,80,1,1,1
4583,Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42,Lakeview Cabin Collection,2015-04-09,Roope Tamminen,Indie,Single-player,369.0,369.0,Positive,Very Positive,6736.0,83,1,1,0
4584,The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.42,Marble It Up!,2018-11-16,Blueteak;The Engine Company;Shapes and Lines;Arcturus Interactive,Action;Casual;Indie,Single-player,529.0,529.0,Positive,Mostly Positive,1320.0,75,1,1,0
4587,Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42,Serious Sam Classics: Revolution,2014-04-30,Croteam;Alligator Pit,Action;Indie;Early Access,Single-player,480.0,480.0,Positive,Mostly Positive,991.0,70,1,0,0
4589,Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.23,0.0,0.04,0.42,Turok,2015-12-17,Iguana Entertainment;Nightdive Studios,Action;Adventure,Single-player,565.0,565.0,Positive,Very Positive,85.0,82,1,1,1
4593,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007,Strategy,Konami Digital Entertainment,0.03,0.2,0.1,0.11,0.42,Sniper Elite,2009-07-16,Rebellion,Action,Single-player,349.0,349.0,Positive,Overwhelmingly Positive,556.0,97,1,0,0
4594,Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,X-COM: Terror From the Deep,2007-05-04,"MicroProse Software, Inc",Strategy,Single-player,249.0,249.0,Positive,Very Positive,487.0,81,1,0,0
4596,Big Strike Bowling,PS,2003,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,Psychonauts in the Rhombus of Ruin,2018-04-19,Double Fine Productions;React Games,Adventure,Single-player,529.0,529.0,Positive,Very Positive,125.0,95,1,0,0
4600,SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0.0,0.0,0.0,0.42,The Disney Afternoon Collection,2017-04-18,Capcom;Digital Eclipse,Action,Single-player,1999.0,1999.0,Positive,Very Positive,3991.0,81,1,0,0
4601,NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,Accounting+,2018-10-18,Crows Crows Crows;Squanch Games,Action;Adventure;Casual;Indie;Simulation,Single-player,399.0,399.0,Positive,Very Positive,213.0,86,1,0,0
4602,Grandia,SAT,1997,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42,Disney•Pixar Toy Story 3: The Video Game,2014-10-06,Avalanche Software,Action;Adventure,Single-player,529.0,529.0,Positive,Overwhelmingly Positive,1458.0,96,1,0,0
4603,ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,YOU DON'T KNOW JACK Vol. 2,2013-11-05,"Jackbox Games, Inc.",Casual;Indie,Single-player,169.0,169.0,Positive,Mixed,147.0,63,1,0,0
4606,Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,THQ,0.21,0.16,0.0,0.05,0.42,Super Hexagon,2012-11-27,Terry Cavanagh,Action;Indie,Single-player,169.0,169.0,Positive,Very Positive,974.0,84,1,1,1
4608,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.42,Influent,2014-03-20,Rob Howland,Indie;Simulation;Strategy,Single-player,1300.0,1300.0,Positive,Overwhelmingly Positive,1763.0,98,1,1,1
4610,Vanquish,X360,2010,Shooter,Sega,0.19,0.17,0.03,0.04,0.42,Nancy Drew®: Warnings at Waverly Academy,2010-01-13,HeR Interactive,Adventure,Single-player,259.0,259.0,Positive,Very Positive,804.0,89,1,0,0
4613,Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.30000000000000004,0.11,0.0,0.01,0.42,Monolith,2017-06-07,Team D-13,Action;Indie,Single-player,349.0,349.0,Positive,Mostly Positive,4546.0,77,1,0,1
4614,JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,0.23,0.16,0.0,0.03,0.42,Learn to Fly 3,2017-05-12,Light Bringer Games inc.,Action;Casual;Free to Play;Indie;Simulation;Strategy,Single-player,0.0,0.0,Positive,Mostly Positive,634.0,78,1,0,0
4615,NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,Nancy Drew®: Labyrinth of Lies,2017-02-13,HeR Interactive,Adventure,Single-player,529.0,529.0,Positive,Very Positive,628.0,90,1,0,0
4616,Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42,X Rebirth,2013-11-15,Egosoft,Action;Simulation,Single-player,729.0,729.0,Mixed,Mixed,19.0,47,1,1,1
4619,Test Drive,XB,2002,Racing,Atari,0.35000000000000003,0.05,0.0,0.02,0.42,Nancy Drew®: The Deadly Device,2012-10-23,"HeR Interactive, Inc.",Adventure,Single-player,529.0,529.0,Positive,Mostly Positive,989.0,77,1,1,0
4620,Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42,Tempest: Pirate Action RPG,2016-08-22,Lion's Shade,Action;Indie;RPG,Single-player,459.0,459.0,Positive,Very Positive,407.0,84,1,1,0
4621,Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,0.2,0.08,0.12,0.03,0.42,DISTRAINT: Deluxe Edition,2015-10-21,Jesse Makkonen,Adventure;Casual;Indie,Single-player,199.0,33.0,Positive,Mostly Positive,630.0,75,1,0,0
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,0.21,0.16,0.0,0.05,0.42,Drakensang,2009-03-09,Radon Labs,RPG,Single-player,349.0,349.0,Positive,Very Positive,399.0,95,1,0,0
4623,Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35000000000000003,0.06,0.0,0.0,0.42,Everybody's Gone to the Rapture,2016-04-14,The Chinese Room,Adventure;Casual;Indie,Single-player,1664.0,1664.0,Positive,Very Positive,632.0,89,1,0,0
4625,Dr. Mario 64,N64,2001,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42,Candleman: The Complete Journey,2018-01-31,Spotlightor Interactive,Action;Adventure;Indie;RPG,Single-player,459.0,459.0,Positive,Very Positive,385.0,98,1,1,0
4626,Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42,Emporea: Realms of War and Magic,2016-06-08,Pixel Federation,Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Multi-player,0.0,0.0,Mixed,Very Positive,7498.0,92,1,1,0
4629,Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.19,0.16,0.0,0.07,0.42,Disney Epic Mickey 2:  The Power of Two,2014-10-06,Junction Point,Action;Adventure,Single-player,529.0,529.0,Positive,Mixed,99.0,46,1,0,0
4633,Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42,Never Alone (Kisima Ingitchuna),2014-11-18,Upper One Games;E-Line Media,Action;Adventure;Casual;Indie,Single-player,479.0,479.0,Positive,Very Positive,405.0,97,1,1,1
4635,Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.03,0.0,0.03,0.42,Fahrenheit: Indigo Prophecy Remastered,2015-01-28,Aspyr;Quantic Dream (original release),Adventure;RPG,Single-player,369.0,369.0,Positive,Very Positive,114.0,92,1,1,1
4636,Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,First Person Tennis - The Real Tennis Simulator,2019-04-11,Mikori Games,Action;Casual;Indie;Simulation;Sports,Single-player,569.0,569.0,Positive,Very Positive,695.0,85,1,0,0
4642,Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0.0,0.05,0.42,Assassin’s Creed® Liberation HD,2014-01-15,Ubisoft Sofia,Action;Adventure,Single-player,999.0,999.0,Mixed,Very Positive,1743.0,91,1,0,0
4644,Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.03,0.0,0.03,0.42,SENRAN KAGURA SHINOVI VERSUS,2016-06-01,Tamsoft,Action,Single-player,529.0,529.0,Positive,Mostly Positive,1302.0,73,1,0,0
4651,Harvest Moon: Grand Bazaar,DS,2008,Simulation,Rising Star Games,0.22,0.05,0.13,0.02,0.42,Kona,2017-03-17,Parabole,Adventure;Indie,Single-player,459.0,459.0,Positive,Very Positive,4406.0,91,1,1,1
4656,Double Pack: Finding Nemo / The Incredibles,XB,2006,Action,THQ,0.31,0.09,0.0,0.01,0.42,Orwell: Keeping an Eye On You,2016-10-27,Osmotic Studios,Adventure;Indie;Simulation,Single-player,349.0,349.0,Positive,Very Positive,349.0,89,1,1,1
4657,Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,LucasArts,0.21,0.13,0.0,0.08,0.42,Might & Magic X - Legacy,2014-01-23,Ubisoft,RPG,Single-player,1499.0,1499.0,Mixed,Very Positive,1266.0,86,1,1,0
4658,NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.39,0.0,0.0,0.03,0.42,Nancy Drew®: Treasure in the Royal Tower,2017-05-22,HeR Interactive,Adventure,Single-player,349.0,349.0,Positive,Mostly Positive,178.0,79,1,0,0
4660,Hyrule Warriors,3DS,2016,Action,Nintendo,0.16,0.12,0.11,0.03,0.42,Super Motherload,2014-04-04,XGen Studios,Adventure;Casual;Indie;RPG,Single-player,690.0,690.0,Positive,Very Positive,444.0,80,1,0,0
4665,Football Manager Handheld 2011,PSP,2010,Sports,Sega,0.0,0.28,0.0,0.14,0.42,Sonic the Hedgehog 4 - Episode II,2012-05-14,SEGA,Adventure,Single-player,599.0,599.0,Positive,Positive,19.0,84,1,0,0
4666,Pirates of the Caribbean: At World's End,PS2,2007,Action,Disney Interactive Studios,0.2,0.16,0.0,0.05,0.42,Funbag Fantasy,2019-01-31,Waffle,Adventure,Single-player,959.0,959.0,Positive,Very Positive,1740.0,93,1,0,0
4668,X-Men vs. Street Fighter,PS,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42,Sam & Max Hit the Road,2018-11-16,Lucasfilm,Adventure,Single-player,219.0,219.0,Positive,Mostly Positive,4435.0,75,1,1,0
4673,Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42,Phantom Doctrine,2018-08-14,CreativeForge Games,Action;RPG;Strategy,Single-player,899.0,899.0,Positive,Very Positive,96.0,94,1,0,0
4674,Star Wars Starfighter: Special Edition,XB,2001,Simulation,LucasArts,0.30000000000000004,0.1,0.0,0.02,0.42,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,2014-10-15,Phoenix Online Studios;Pinkerton Road Studio,Adventure,Single-player,565.0,565.0,Positive,Very Positive,2850.0,82,1,1,0
4675,TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41000000000000003,Shadwen,2016-05-17,Frozenbyte,Action;Adventure,Single-player,549.0,137.0,Positive,Overwhelmingly Positive,1137.0,95,1,1,1
4682,NFL GameDay 2004,PS2,2003,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41000000000000003,PLAYNE : The Meditation Game,2018-11-05,Vismaya,Casual;Indie;Simulation;Early Access,Single-player,459.0,459.0,Positive,Very Positive,175.0,88,1,0,0
4684,Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.41000000000000003,Prison Boss VR,2017-08-29,Trebuchet,Indie;Simulation,Single-player,565.0,565.0,Positive,Very Positive,327.0,81,1,0,0
4689,Quake II,PS,1998,Shooter,Activision,0.23,0.16,0.0,0.03,0.41000000000000003,Murdered: Soul Suspect,2014-06-05,Airtight Games,Action;Adventure;RPG,Single-player,729.0,729.0,Positive,Very Positive,59.0,89,1,0,0
4691,BioShock,PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41000000000000003,Steam Prison,2019-02-14,Hunex,Adventure,Single-player,759.0,759.0,Positive,Very Positive,338.0,80,1,1,1
4694,Wheel of Fortune: 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.23,0.16,0.0,0.03,0.41000000000000003,Thea 2: The Shattering,2018-11-30,MuHa Games,Indie;RPG;Strategy;Early Access,Single-player,899.0,899.0,Positive,Positive,46.0,91,1,0,0
4695,Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41000000000000003,Farming Simulator 2013 Titanium Edition,2013-10-09,Giants Software,Casual;Simulation,Single-player,459.0,459.0,Positive,Mostly Positive,965.0,79,1,1,0
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Fighting,Namco Bandai Games,0.0,0.0,0.41000000000000003,0.0,0.41000000000000003,Octogeddon,2018-02-08,All Yes Good,Action;Casual;Indie;Strategy,Single-player,288.0,288.0,Positive,Very Positive,462.0,93,1,0,0
4697,Cool Boarders 2001,PS,2000,Sports,Sony Computer Entertainment,0.23,0.16,0.0,0.03,0.41000000000000003,Hatoful Boyfriend: Holiday Star,2015-12-15,Mediatonic;The Irregular Corporation,Adventure;Indie,Single-player,369.0,369.0,Positive,Very Positive,1014.0,85,1,1,1
4698,Grudge Warriors,PS,1999,Action,Take-Two Interactive,0.23,0.16,0.0,0.03,0.41000000000000003,THE KING OF FIGHTERS '97 GLOBAL MATCH,2018-04-03,SNK CORPORATION;Code Mystics Inc.,Action,Single-player,349.0,349.0,Positive,Very Positive,259.0,87,1,0,0
4704,Wolfenstein: The New Order,X360,2014,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41000000000000003,Ridge Racer™ Unbounded,2012-03-29,BUGBEAR,Racing,Single-player,656.0,656.0,Mixed,Mostly Positive,977.0,73,1,0,0
4710,BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.21,0.08,0.09,0.04,0.41000000000000003,Driver® Parallel Lines,2009-02-13,Ubisoft Reflections,Racing,Single-player,499.0,499.0,Positive,Very Positive,123.0,86,1,0,0
4713,E0: Enemy Zero,SAT,1996,Adventure,Sega,0.0,0.0,0.41000000000000003,0.0,0.41000000000000003,Car Mechanic Simulator 2015,2015-04-23,Red Dot Games,Racing;Simulation,Single-player,565.0,565.0,Positive,Very Positive,175.0,95,1,1,0
4715,Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.28,0.1,0.0,0.04,0.41000000000000003,OZMAFIA!!,2016-04-29,Poni-Pachet SY,Adventure,Single-player,769.0,769.0,Positive,Very Positive,414.0,84,1,0,0
4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009,Misc,Hudson Soft,0.0,0.0,0.41000000000000003,0.0,0.41000000000000003,Rayman Raving Rabbids™,2008-06-13,Ubisoft Bulgaria;Ubisoft Montpellier,Action;Adventure,Single-player,249.0,249.0,Positive,Very Positive,54.0,85,1,0,0
4725,Cars: Race-O-Rama,PSP,2009,Racing,THQ,0.29,0.07,0.0,0.06,0.41000000000000003,The Eyes of Ara,2016-07-19,100 Stones Interactive,Adventure;Indie,Single-player,459.0,459.0,Positive,Mostly Positive,1066.0,76,1,1,0
4726,Fantastic Pets,X360,2011,Simulation,THQ,0.30000000000000004,0.08,0.0,0.03,0.41000000000000003,NOBUNAGA'S AMBITION: Sphere of Influence,2015-09-01,"KOEI TECMO GAMES CO., LTD.",Strategy,Single-player,1179.0,1179.0,Positive,Overwhelmingly Positive,2401.0,95,1,0,0
4728,Star Wars The Clone Wars: Republic Heroes,DS,2009,Action,LucasArts,0.23,0.14,0.0,0.04,0.41000000000000003,Timespinner,2018-09-25,Lunar Ray Games,Action;Adventure;Indie;RPG,Single-player,529.0,529.0,Positive,Very Positive,645.0,90,1,1,1
4729,Dig Dug,NES,1985,Puzzle,Namco Bandai Games,0.0,0.0,0.41000000000000003,0.0,0.41000000000000003,Brothers in Arms: Hell's Highway™,2008-10-08,Gearbox Software,Action,Single-player,499.0,499.0,Positive,Mixed,722.0,56,1,0,0
4730,Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41000000000000003,"Cook, Serve, Delicious!",2013-10-08,Vertigo Gaming Inc.,Action;Indie;Simulation;Strategy,Single-player,369.0,369.0,Positive,Mostly Positive,592.0,72,1,1,1
4732,UEFA Euro 2008 Austria-Switzerland,PS3,2008,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41000000000000003,Sky Rogue,2017-08-24,Fractal Phase,Action;Indie;Simulation,Single-player,565.0,565.0,Positive,Very Positive,1678.0,86,1,1,1
4733,The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.2,0.16,0.0,0.05,0.41000000000000003,Nurse Love Syndrome,2019-04-18,KOGADO STUDIO,Adventure,Single-player,899.0,899.0,Positive,Overwhelmingly Positive,3881.0,95,1,0,0
4734,The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.26,0.0,0.09,0.41000000000000003,Tomb Raider IV: The Last Revelation,2012-11-28,Core Design,Action;Adventure,Single-player,319.0,319.0,Positive,Very Positive,194.0,86,1,0,0
4738,Winter Sports 2: The Next Challenge,Wii,2008,Sports,RTL,0.18,0.19,0.0,0.04,0.41000000000000003,King's Bounty: Crossworlds,2010-09-17,Katauri Interactive,RPG;Strategy,Single-player,479.0,479.0,Positive,Very Positive,3118.0,80,1,0,0
4740,Densha De Go! 2,PS,1999,Simulation,Taito,0.0,0.0,0.38,0.03,0.41000000000000003,Solace Crafting,2018-01-16,Big Kitty Games,Adventure;Indie;RPG;Early Access,Single-player,459.0,459.0,Positive,Very Positive,1280.0,85,1,0,1
4743,Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.26,0.11,0.0,0.04,0.41000000000000003,One Deck Dungeon,2018-05-18,Handelabra Games Inc.,Adventure;Indie;RPG;Strategy,Single-player,349.0,349.0,Positive,Mostly Positive,4523.0,78,1,1,1
4745,Band Hero,PS2,2009,Misc,Activision,0.15,0.06,0.0,0.2,0.41000000000000003,STAR WARS™ Rebellion,2016-03-01,Coolhand Interactive,Strategy,Single-player,219.0,219.0,Positive,Very Positive,1318.0,94,1,0,0
4746,The Wonderful 101,WiiU,2013,Action,Nintendo,0.2,0.1,0.08,0.03,0.41000000000000003,Caveblazers,2017-05-24,Deadpan Games,Action;Adventure;Indie,Single-player,369.0,369.0,Positive,Very Positive,94.0,86,1,0,0
4751,Mortal Kombat: Deadly Alliance,GC,2002,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41000000000000003,Epic Battle Fantasy 4,2014-02-25,Matt Roszak,Adventure;RPG,Single-player,409.0,409.0,Positive,Very Positive,3248.0,87,1,0,0
