id,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,title,release_date,developer,genres,multiplayer_or_singleplayer,price,dc_price,overall_review,detailed_review,reviews,percent_positive,win_support,mac_support,lin_support
1,Wii Sports,Wii,2006,Sports,Nintendo,41.49,29.02,3.77,8.46,82.74,Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,Multi-player,0.0,0.0,Positive,Very Positive,1885261.0,82,1,1,1
7,New Super Mario Bros.,DS,2006,Platform,Nintendo,11.38,9.23,6.5,2.9,30.01,Dead by Daylight,2016-06-14,Behaviour Digital Inc.,Action,Multi-player,749.0,749.0,Positive,Very Positive,453698.0,81,1,0,0
8,Wii Play,Wii,2006,Misc,Nintendo,14.03,9.2,2.93,2.85,29.02,Warframe,2013-03-25,Digital Extremes,Action;Free to Play,Single-player,0.0,0.0,Positive,Very Positive,512887.0,87,1,0,0
9,New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.59,7.06,4.7,2.26,28.62,War Thunder,2013-08-15,Gaijin Entertainment,Action;Free to Play;Massively Multiplayer;Simulation,Single-player,0.0,0.0,Positive,Mixed,28437.0,48,1,1,1
11,Nintendogs,DS,2005,Simulation,Nintendo,9.07,11.0,1.9300000000000002,2.75,24.76,Grand Theft Auto V,2015-04-13,Rockstar North,Action;Adventure,Single-player,0.0,0.0,Positive,Mostly Positive,349924.0,78,1,0,0
14,Wii Fit,Wii,2007,Sports,Nintendo,8.94,8.03,3.6,2.15,22.72,The Elder Scrolls® Online,2017-05-22,Zenimax Online Studios,Massively Multiplayer;RPG,MMO;Steam Trading Cards;Partial Controller Support,1599.0,1599.0,Positive,Very Positive,443174.0,91,1,1,0
16,Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,14.97,4.94,0.24,1.67,21.82,RimWorld,2018-10-17,Ludeon Studios,Indie;Simulation;Strategy,Single-player,1099.0,1099.0,Positive,Very Positive,104886.0,83,1,1,1
17,Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4,Rust,2018-02-08,Facepunch Studios,Action;Adventure;Indie;Massively Multiplayer;RPG,Multi-player,1799.0,1799.0,Positive,Overwhelmingly Positive,125211.0,98,1,1,0
18,Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,9.43,0.4,0.41000000000000003,10.57,20.81,Euro Truck Simulator 2,2012-10-12,SCS Software,Indie;Simulation,Single-player,925.0,925.0,Positive,Mixed,209179.0,69,1,1,1
23,Super Mario Bros. 3,NES,1988,Platform,Nintendo,9.54,3.44,3.84,0.46,17.28,Tom Clancy's Rainbow Six® Siege,2015-12-01,Ubisoft Montreal,Action,Single-player,999.0,399.0,Positive,Overwhelmingly Positive,430129.0,97,1,0,0
25,Grand Theft Auto: Vice City,PS2,2002,Action,Take-Two Interactive,8.41,5.49,0.47000000000000003,1.78,16.15,FINAL FANTASY XIV Online,2014-02-18,Square Enix,Massively Multiplayer;RPG,Single-player,719.0,719.0,Positive,Mostly Positive,52459.0,77,1,0,0
27,Pokemon Black/Pokemon White,DS,2010,Role-Playing,Nintendo,5.57,3.2800000000000002,5.65,0.8200000000000001,15.32,Cities: Skylines,2015-03-10,Colossal Order Ltd.,Simulation;Strategy,Single-player,899.0,899.0,Positive,Very Positive,920119.0,93,1,1,1
31,Pokémon Yellow: Special Pikachu Edition,GB,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64,Project Zomboid,2013-11-08,The Indie Stone,Indie;RPG;Simulation;Early Access,Single-player,529.0,529.0,Positive,Mixed,7817.0,57,1,1,1
32,Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.67,3.73,0.11,1.13,14.64,Team Fortress 2,2007-10-10,Valve,Action;Free to Play,Multi-player,0.0,0.0,Positive,Very Positive,88790.0,88,1,1,1
36,Call of Duty: Black Ops II,X360,2012,Shooter,Activision,8.25,4.3,0.07,1.12,13.73,World of Warships,2017-11-15,Wargaming Group Limited,Action;Free to Play;Massively Multiplayer;Simulation,Multi-player,0.0,0.0,Positive,Overwhelmingly Positive,409097.0,97,1,0,0
37,Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.63,0.08,1.29,13.51,Raft,2018-05-23,Redbeet Interactive,Adventure;Indie;Simulation;Early Access,Single-player,565.0,565.0,Positive,Very Positive,204591.0,93,1,0,0
42,Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.55,3.52,5.33,0.88,12.27,American Truck Simulator,2016-02-02,SCS Software,Indie;Simulation,Single-player,925.0,925.0,Positive,Very Positive,291290.0,89,1,1,1
44,Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14,No Man's Sky,2016-08-12,Hello Games,Action;Adventure,Single-player,1799.0,899.0,Positive,Very Positive,7219.0,90,1,0,0
47,Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.9100000000000001,0.23,11.89,The Forest,2018-04-30,Endnight Games Ltd,Action;Adventure;Indie;Simulation,Single-player,529.0,529.0,Positive,Very Positive,38926.0,87,1,0,0
48,Gran Turismo 4,PS2,2004,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,Sid Meier’s Civilization® VI,2016-10-20,Firaxis Games;Aspyr (Mac);Aspyr (Linux),Strategy,Single-player,2499.0,2499.0,Positive,Mostly Positive,40313.0,76,1,1,1
51,Super Mario Land 2: 6 Golden Coins,GB,1992,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18,"Warhammer 40,000: Inquisitor - Martyr",2018-06-05,NeocoreGames,Action;Adventure;Indie;RPG,Single-player,1669.0,1669.0,Positive,Overwhelmingly Positive,319699.0,95,1,0,0
55,Gran Turismo 5,PS3,2010,Racing,Sony Computer Entertainment,2.96,4.88,0.81,2.12,10.77,Stellaris,2016-05-09,Paradox Development Studio,Simulation;Strategy,Single-player,1099.0,1099.0,Positive,Overwhelmingly Positive,35032.0,97,1,1,1
56,Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.69,0.38,1.63,10.69,The Elder Scrolls V: Skyrim Special Edition,2016-10-27,Bethesda Game Studios,RPG,Single-player,1799.0,1799.0,Positive,Very Positive,98333.0,88,1,0,0
62,Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.72,2.63,0.04,0.8200000000000001,10.21,theHunter: Call of the Wild™,2017-02-16,Expansive Worlds,Adventure;Simulation;Sports,Single-player,529.0,529.0,Positive,Mostly Positive,42986.0,71,1,0,0
63,Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7.03,1.98,0.08,0.78,9.88,SCUM,2018-08-29,Gamepires;Croteam,Action;Adventure;Indie;Massively Multiplayer;Early Access,Single-player,759.0,379.0,Positive,Very Positive,3475.0,93,1,0,0
64,Mario Kart 64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,Stardew Valley,2016-02-26,ConcernedApe,Indie;RPG;Simulation,Single-player,479.0,479.0,Positive,Mostly Positive,65814.0,75,1,1,1
71,Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.91,2.38,0.13,0.9,9.32,Hearts of Iron IV,2016-06-06,Paradox Development Studio,Simulation;Strategy,Single-player,1099.0,1099.0,Positive,Very Positive,150321.0,92,1,1,1
72,Donkey Kong Country,SNES,1994,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3,Terraria,2011-05-16,Re-Logic,Action;Adventure;Indie;RPG,Single-player,369.0,369.0,Positive,Mostly Negative,120982.0,32,1,1,1
74,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.01,2.32,4.36,0.41000000000000003,9.09,Deep Rock Galactic,2018-02-28,Ghost Ship Games,Action;Indie;Early Access,Single-player,699.0,699.0,Positive,Overwhelmingly Positive,834745.0,97,1,0,0
75,Mario Party DS,DS,2007,Misc,Nintendo,4.46,1.88,1.98,0.7000000000000001,9.02,Don't Starve Together,2016-04-21,Klei Entertainment,Adventure;Indie;Simulation,Single-player,459.0,459.0,Positive,Very Positive,165209.0,87,1,1,1
77,Super Mario Kart,SNES,1992,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76,Call of Duty®: Black Ops III,2015-11-05,Treyarch;Aspyr (Mac),Action;Adventure,Single-player,3999.0,3999.0,Positive,Mostly Positive,104960.0,79,1,1,0
79,Wii Party,Wii,2010,Misc,Nintendo,1.79,3.5300000000000002,2.49,0.68,8.49,BeamNG.drive,2015-05-29,BeamNG,Racing;Simulation;Early Access,Single-player,569.0,569.0,Positive,Very Positive,32050.0,86,1,0,0
84,The Sims 3,PC,2009,Simulation,Electronic Arts,0.98,6.42,0.0,0.71,8.11,SMITE®,2015-09-08,Titan Forge Games,Action;Free to Play,Multi-player,0.0,0.0,Positive,Overwhelmingly Positive,92452.0,95,1,0,0
85,GoldenEye 007,N64,1997,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09,DayZ,2018-12-13,Bohemia Interactive,Action;Adventure;Massively Multiplayer,Multi-player,2799.0,2799.0,Positive,Very Positive,55690.0,87,1,0,0
86,Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,2.58,3.9,0.66,0.91,8.06,Warhammer: Vermintide 2,2018-03-08,Fatshark,Action,Single-player,999.0,999.0,Positive,Very Positive,4206.0,90,1,0,0
89,Pokémon Platinum Version,DS,2008,Role-Playing,Nintendo,2.8200000000000003,1.78,2.69,0.55,7.84,X4: Foundations,2018-11-30,Egosoft,Action;Simulation,Single-player,1999.0,799.0,Positive,Mostly Positive,272145.0,73,1,0,1
90,Pac-Man,2600,1982,Puzzle,Atari,7.28,0.45,0.0,0.08,7.8100000000000005,Assetto Corsa,2014-12-19,Kunos Simulazioni,Indie;Racing;Simulation;Sports,Single-player,529.0,529.0,Positive,Overwhelmingly Positive,146772.0,96,1,0,0
97,Super Mario Bros. 2,NES,1988,Platform,Nintendo,5.39,1.18,0.7000000000000001,0.19,7.46,Bloons TD 6,2018-12-17,Ninja Kiwi,Strategy,Single-player,439.0,439.0,Positive,Very Positive,442.0,90,1,1,0
100,Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.13,0.06,0.6900000000000001,7.34,Risk of Rain 2,2019-03-28,Hopoo Games,Action;Indie;Early Access,Single-player,719.0,719.0,Positive,Very Positive,52700.0,90,1,0,0
102,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,4.52,2.09,0.01,0.67,7.3,Garry's Mod,2006-11-29,Facepunch Studios,Indie;Simulation,Single-player,399.0,399.0,Positive,Very Positive,76231.0,86,1,1,1
104,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.93,0.35000000000000003,1.1,7.23,Left 4 Dead 2,2009-11-19,Valve,Action,Single-player,480.0,480.0,Positive,Overwhelmingly Positive,17300.0,97,1,1,1
106,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,Fallout 4,2015-11-09,Bethesda Game Studios,RPG,Single-player,999.0,999.0,Positive,Overwhelmingly Positive,769580.0,96,1,0,0
108,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.3900000000000001,0.22,7.07,The Binding of Isaac: Rebirth,2014-11-04,"Nicalis, Inc.",Action,Single-player,459.0,459.0,Positive,Very Positive,23210.0,92,1,1,1
111,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95,PAYDAY 2,2013-08-13,OVERKILL - a Starbreeze Studio.,Action;RPG,Single-player,399.0,399.0,Positive,Mostly Positive,695.0,79,1,0,1
119,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76,Total War: WARHAMMER II,2017-09-28,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),Action;Strategy,Single-player,2699.0,2699.0,Positive,Very Positive,79674.0,93,1,1,1
122,FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69,The Witcher® 3: Wild Hunt,2015-05-18,CD PROJEKT RED,RPG,Single-player,800.0,800.0,Positive,Very Positive,49754.0,87,1,0,0
123,Big Brain Academy,DS,2005,Misc,Nintendo,1.67,2.7800000000000002,1.6,0.62,6.67,Conan Exiles,2018-05-08,Funcom,Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy,Single-player,999.0,999.0,Positive,Overwhelmingly Positive,13988.0,95,1,0,0
124,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,Factorio,2016-02-25,Wube Software LTD.,Casual;Indie;Simulation;Strategy;Early Access,Single-player,1000.0,1000.0,Positive,Very Positive,387050.0,89,1,1,1
127,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.5600000000000005,War Robots,2018-04-04,Pixonic,Action;Free to Play,Multi-player,0.0,0.0,Mixed,Overwhelmingly Positive,105617.0,98,1,0,0
128,The Legend of Zelda,NES,1986,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,Squad,2015-12-14,Offworld Industries,Action;Indie;Strategy;Early Access,Multi-player,1099.0,1099.0,Positive,Very Positive,13549.0,88,1,0,0
129,Assassin's Creed III,PS3,2012,Action,Ubisoft,2.64,2.56,0.16,1.1400000000000001,6.5,Assassin's Creed® Odyssey,2018-10-05,Ubisoft Quebec;Ubisoft Montreal;Ubisoft Bucharest;Ubisoft Singapore;Ubisoft Montpellier;Ubisoft Kiev;Ubisoft Shanghai,Action;Adventure;RPG,Single-player,2999.0,2999.0,Positive,Overwhelmingly Positive,7291.0,96,1,0,0
132,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,Monster Hunter: World,2018-08-09,"CAPCOM Co., Ltd.",Action,Single-player,2497.0,2497.0,Positive,Mostly Positive,6138.0,79,1,0,0
136,Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,Beat Saber,2018-05-01,Beat Games,Indie;Early Access,Single-player,699.0,699.0,Positive,Very Positive,83661.0,84,1,0,0
142,Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6000000000000001,6.11,Arma 3,2013-09-12,Bohemia Interactive,Action;Simulation;Strategy,Single-player,1999.0,1999.0,Positive,Very Positive,49845.0,89,1,0,0
143,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,Among Us,2018-11-16,Innersloth,Casual,Multi-player,199.0,199.0,Positive,Very Positive,20622.0,86,1,0,0
151,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.66,1.63,0.0,0.53,5.83,VRChat,2017-02-01,VRChat Inc.,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,Single-player,0.0,0.0,Positive,Very Positive,70017.0,94,1,0,0
154,Cooking Mama,DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,Europa Universalis IV,2013-08-13,Paradox Development Studio,Simulation;Strategy,Single-player,1099.0,1099.0,Positive,Very Positive,306192.0,83,1,1,1
161,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,Brawlhalla,2017-10-17,Blue Mammoth Games,Action;Free to Play;Indie,Single-player,0.0,0.0,Positive,Very Positive,3394.0,90,1,1,0
164,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.6400000000000001,0.99,0.23,5.47,DCS World Steam Edition,2013-08-02,Eagle Dynamics SA,Free to Play;Simulation,Single-player,0.0,0.0,Positive,Very Positive,147231.0,94,1,0,0
165,Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.9500000000000001,0.2,5.46,Tropico 6,2019-03-29,Limbic Entertainment,Simulation;Strategy,Single-player,2299.0,2299.0,Positive,Overwhelmingly Positive,54620.0,96,1,1,1
166,Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.9400000000000001,0.09,5.45,Divinity: Original Sin 2 - Definitive Edition,2017-09-14,Larian Studios,Adventure;RPG;Strategy,Single-player,989.0,989.0,Positive,Overwhelmingly Positive,6165.0,96,1,1,0
170,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,iRacing,2015-01-12,iRacing.com Motorsport Simulations;iRacing,Massively Multiplayer;Racing;Simulation;Sports,Single-player,369.0,369.0,Positive,Very Positive,76614.0,86,1,0,0
176,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,EVE Online,2010-12-15,CCP,Action;Free to Play;Massively Multiplayer;RPG;Strategy,Multi-player,0.0,0.0,Positive,Very Positive,78842.0,86,1,1,0
177,Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,Dead Cells,2018-08-06,Motion Twin,Action;Indie,Single-player,629.0,629.0,Positive,Positive,35.0,82,1,1,1
179,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,Hollow Knight,2017-02-24,Team Cherry,Action;Adventure;Indie,Single-player,479.0,479.0,Positive,Very Positive,1623.0,88,1,1,1
182,Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,Pummel Party,2018-09-20,Rebuilt Games,Action;Casual;Indie,Single-player,459.0,459.0,Positive,Overwhelmingly Positive,65350.0,98,1,0,0
183,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.8300000000000001,0.2,5.2,FOR HONOR™,2017-02-13,Ubisoft Montreal;Ubisoft Quebec;Ubisoft Toronto;Blue Byte,Action,Single-player,749.0,749.0,Mixed,Very Positive,144975.0,89,1,0,0
186,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,Subnautica,2018-01-23,Unknown Worlds Entertainment,Adventure;Indie,Single-player,699.0,699.0,Positive,Overwhelmingly Positive,230304.0,97,1,1,0
191,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,Cuphead,2017-09-29,Studio MDHR Entertainment Inc.,Action;Indie,Single-player,565.0,565.0,Positive,Very Positive,7290.0,80,1,1,0
192,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7000000000000002,0.11,5.13,Oxygen Not Included,2017-05-18,Klei Entertainment,Indie;Simulation;Early Access,Single-player,569.0,569.0,Positive,Mostly Positive,29968.0,79,1,1,1
193,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,Tabletop Simulator,2015-06-05,Berserk Games,Casual;Indie;RPG;Simulation;Strategy,Single-player,565.0,565.0,Positive,Very Positive,32226.0,89,1,1,1
194,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,Total War: WARHAMMER,2016-05-24,CREATIVE ASSEMBLY;Feral Interactive (Linux);Feral Interactive (Mac),Action;Strategy,Single-player,2699.0,2699.0,Positive,Mostly Positive,109481.0,71,1,1,1
197,Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.43,1.08,0.65,5.11,House Flipper,2018-05-17,Empyrean,Indie;Simulation,Single-player,569.0,569.0,Positive,Very Positive,178902.0,92,1,1,0
198,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41000000000000003,5.08,Space Engineers,2019-02-28,Keen Software House,Action;Indie;Simulation;Strategy,Single-player,789.0,789.0,Positive,Overwhelmingly Positive,188864.0,96,1,0,0
200,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6000000000000001,3.29,0.06,1.13,5.08,CarX Drift Racing Online,2017-11-17,CarX Technologies,Massively Multiplayer;Racing;Simulation;Sports,Single-player,459.0,459.0,Positive,Overwhelmingly Positive,4681.0,96,1,0,0
201,Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,Assassin's Creed® Origins,2017-10-26,Ubisoft Montreal,Action;Adventure;RPG,Single-player,3499.0,699.0,Positive,Overwhelmingly Positive,49237.0,95,1,0,0
204,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.5700000000000001,5.02,Dying Light,2015-01-26,Techland,Action;RPG,Single-player,899.0,899.0,Positive,Overwhelmingly Positive,1011.0,97,1,1,1
206,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.3599999999999999,0.07,0.21,5.0,Conqueror's Blade,2019-05-01,Booming Games,Action;Free to Play;Massively Multiplayer;RPG;Strategy,Online Multi-Player;MMO;Online Co-op;In-App Purchases,0.0,0.0,Mixed,Very Positive,63518.0,86,1,0,0
207,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,Albion Online,2018-05-16,Sandbox Interactive GmbH,Free to Play;Massively Multiplayer;RPG,Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,0.0,0.0,Positive,Overwhelmingly Positive,85862.0,96,1,1,1
209,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,Yu-Gi-Oh! Duel Links,2017-11-16,Konami Digital Entertainment,Free to Play;Strategy,Single-player,0.0,0.0,Positive,Mostly Negative,43534.0,29,1,0,0
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,Path of Exile,2013-10-23,Grinding Gear Games,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Single-player,0.0,0.0,Positive,Very Positive,4477.0,91,1,1,0
211,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,Overcooked! 2,2018-08-07,Ghost Town Games Ltd.;Team17 Digital Ltd,Action;Casual;Indie,Single-player,569.0,569.0,Positive,Mostly Positive,53355.0,79,1,1,1
215,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,Slay the Spire,2019-01-23,Mega Crit Games,Indie;Strategy,Single-player,569.0,569.0,Positive,Very Positive,22342.0,80,1,1,1
216,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6000000000000001,1.52,0.1,4.85,This War of Mine,2014-11-14,11 bit studios,Adventure;Indie;Simulation,Single-player,598.0,119.0,Positive,Overwhelmingly Positive,75310.0,97,1,1,1
219,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.9100000000000001,2.0,0.09,0.8300000000000001,4.83,Elite Dangerous,2015-04-02,Frontier Developments,Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy,Single-player,1980.0,1980.0,Positive,Overwhelmingly Positive,103945.0,97,1,0,0
220,FIFA 15,PS3,2014,Sports,Electronic Arts,0.5700000000000001,3.14,0.04,1.07,4.82,Assetto Corsa Competizione,2018-09-12,Kunos Simulazioni,Racing;Simulation;Sports;Early Access,Single-player,2799.0,2799.0,Positive,Very Positive,30879.0,92,1,0,0
228,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.9500000000000002,0.08,0.7000000000000001,4.67,Green Hell,2018-08-29,Creepy Jar,Indie;Simulation;Early Access,Single-player,569.0,569.0,Positive,Overwhelmingly Positive,14500.0,95,1,0,0
242,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,Human: Fall Flat,2016-07-22,No Brakes Games,Adventure;Indie,Single-player,529.0,529.0,Positive,Mixed,24573.0,68,1,1,0
243,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,Portal 2,2011-04-18,Valve,Action;Adventure,Single-player,480.0,480.0,Positive,Overwhelmingly Positive,39499.0,98,1,1,1
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,Shadowverse CCG,2016-10-27,"Cygames, Inc.",Free to Play;Strategy,Single-player,0.0,0.0,Positive,Very Positive,40033.0,92,1,1,0
251,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.8200000000000003,1.05,0.13,0.4,4.39,Devil May Cry 5,2019-03-07,"CAPCOM Co., Ltd.",Action,Single-player,1749.0,1749.0,Positive,Very Positive,262.0,86,1,0,0
253,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47000000000000003,4.37,Foxhole,2017-07-27,Clapfoot,Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access,Multi-player,699.0,699.0,Positive,Very Positive,69173.0,88,1,0,0
255,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,DARK SOULS™ III,2016-04-11,"FromSoftware, Inc.",Action,Single-player,4299.0,4299.0,Positive,Very Positive,79276.0,86,1,0,0
257,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,The Sims™ 3,2011-01-27,The Sims Studio,Simulation,Single-player,1199.0,1199.0,Positive,Very Positive,58398.0,84,1,0,0
259,Asteroids,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,DRAGON BALL XENOVERSE 2,2016-10-27,QLOC;DIMPS,Action;Adventure;Casual;Massively Multiplayer,Single-player,3284.0,3284.0,Positive,Very Positive,3140.0,84,1,0,0
261,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,Insurgency: Sandstorm,2018-12-12,New World Interactive,Action,Multi-player,1299.0,1299.0,Positive,Very Positive,133895.0,94,1,0,0
262,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.30000000000000004,4.25,Blade and Sorcery,2018-12-11,WarpFrog,Action;Adventure;Indie;RPG;Simulation;Early Access,Single-player,529.0,529.0,Positive,Overwhelmingly Positive,34981.0,96,1,0,0
263,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,ASTRONEER,2019-02-05,System Era Softworks,Adventure;Indie,Single-player,699.0,699.0,Positive,Mostly Positive,16180.0,70,1,0,0
265,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,Northgard,2018-03-07,Shiro Games,Indie;Simulation;Strategy,Single-player,699.0,699.0,Positive,Very Positive,59774.0,84,1,1,1
270,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,Grim Dawn,2016-02-25,Crate Entertainment,Action;Adventure;Indie;RPG,Single-player,569.0,569.0,Positive,Mostly Positive,17124.0,78,1,0,0
285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,Star Trek Online,2012-01-31,Cryptic Studios,Free to Play;Massively Multiplayer;RPG,Multi-player,0.0,0.0,Positive,Very Positive,507.0,88,1,0,0
287,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,Stormworks: Build and Rescue,2018-02-28,Sunfire Software,Simulation;Early Access,Single-player,569.0,569.0,Positive,Very Positive,85515.0,91,1,1,0
289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.5700000000000003,1.52,0.0,0.0,4.09,Crossout,2017-07-26,Targem Games,Action;Free to Play;Massively Multiplayer;Racing,Multi-player,0.0,0.0,Positive,Very Positive,23586.0,90,1,0,0
